,ticker,year,IT,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
369,EQIX,2023,0.5294,0.6141,0.5255,0.5718,0.5879,0.578,0.5505
370,FI,2014,0.5996,0.491,,,,,
371,FI,2015,0.5681,0.4935,0.5996,,,,
372,FI,2016,0.5512,0.4019,0.5681,0.5996,,,
373,FI,2017,0.5399,0.4438,0.5512,0.5681,0.5996,,
374,FI,2018,0.5828,0.4136,0.5399,0.5512,0.5681,0.5996,
375,FI,2019,0.4886,0.4834,0.5828,0.5399,0.5512,0.5681,0.5996
376,FI,2020,0.5625,0.4614,0.4886,0.5828,0.5399,0.5512,0.5681
377,FI,2021,0.4655,0.4151,0.5625,0.4886,0.5828,0.5399,0.5512
378,FI,2022,0.5125,0.4919,0.4655,0.5625,0.4886,0.5828,0.5399
379,FI,2023,0.5728,0.5138,0.5125,0.4655,0.5625,0.4886,0.5828
380,GE,2014,0.3531,0.4739,,,,,
381,GE,2015,0.6116,0.6008,0.3531,,,,
382,GE,2016,0.6436,0.627,0.6116,0.3531,,,
383,GE,2017,0.6523,0.3554,0.6436,0.6116,0.3531,,
384,GE,2018,0.5102,0.5479,0.6523,0.6436,0.6116,0.3531,
385,GE,2019,0.4807,0.7127,0.5102,0.6523,0.6436,0.6116,0.3531
386,GE,2020,0.2808,0.3915,0.4807,0.5102,0.6523,0.6436,0.6116
387,GE,2021,0.355,0.3779,0.2808,0.4807,0.5102,0.6523,0.6436
388,GE,2022,0.7473,0.6063,0.355,0.2808,0.4807,0.5102,0.6523
389,GE,2023,0.4625,0.421,0.7473,0.355,0.2808,0.4807,0.5102
390,GILD,2014,0.3798,0.2336,,,,,
391,GILD,2015,0.4485,0.2056,0.3798,,,,
392,GILD,2016,0.4125,0.1907,0.4485,0.3798,,,
393,GILD,2017,0.3954,0.294,0.4125,0.4485,0.3798,,
394,GILD,2018,0.3804,0.3629,0.3954,0.4125,0.4485,0.3798,
395,GILD,2019,0.3505,0.3338,0.3804,0.3954,0.4125,0.4485,0.3798
396,GILD,2020,0.3697,0.4326,0.3505,0.3804,0.3954,0.4125,0.4485
397,GILD,2021,0.4498,0.3904,0.3697,0.3505,0.3804,0.3954,0.4125
398,GILD,2022,0.3183,0.2808,0.4498,0.3697,0.3505,0.3804,0.3954
399,GILD,2023,0.5571,0.3432,0.3183,0.4498,0.3697,0.3505,0.3804
400,GOOGL,2014,0.4845,0.4565,,,,,
401,GOOGL,2015,0.4937,0.4181,0.4845,,,,
402,GOOGL,2016,0.4368,0.634,0.4937,0.4845,,,
403,GOOGL,2017,0.5904,0.4825,0.4368,0.4937,0.4845,,
404,GOOGL,2018,0.5345,0.4508,0.5904,0.4368,0.4937,0.4845,
405,GOOGL,2019,0.6041,0.5178,0.5345,0.5904,0.4368,0.4937,0.4845
406,GOOGL,2020,0.5652,0.4658,0.6041,0.5345,0.5904,0.4368,0.4937
407,GOOGL,2021,0.6701,0.493,0.5652,0.6041,0.5345,0.5904,0.4368
408,GOOGL,2022,0.4871,0.466,0.6701,0.5652,0.6041,0.5345,0.5904
409,GOOGL,2023,0.5263,0.4397,0.4871,0.6701,0.5652,0.6041,0.5345
410,GS,2014,0.4977,0.5018,,,,,
411,GS,2015,0.4238,0.5431,0.4977,,,,
412,GS,2016,0.4882,0.4561,0.4238,0.4977,,,
413,GS,2017,0.4402,0.5063,0.4882,0.4238,0.4977,,
414,GS,2018,0.5342,0.5101,0.4402,0.4882,0.4238,0.4977,
415,GS,2019,0.5025,0.4945,0.5342,0.4402,0.4882,0.4238,0.4977
416,GS,2020,0.4801,0.5961,0.5025,0.5342,0.4402,0.4882,0.4238
417,GS,2021,0.4599,0.6428,0.4801,0.5025,0.5342,0.4402,0.4882
418,GS,2022,0.4762,0.602,0.4599,0.4801,0.5025,0.5342,0.4402
419,GS,2023,0.5003,0.4534,0.4762,0.4599,0.4801,0.5025,0.5342
420,HD,2014,0.5436,0.479,,,,,
421,HD,2015,0.5829,0.4595,0.5436,,,,
422,HD,2016,0.5698,0.4867,0.5829,0.5436,,,
423,HD,2017,0.5594,0.4644,0.5698,0.5829,0.5436,,
424,HD,2018,0.4891,0.6004,0.5594,0.5698,0.5829,0.5436,
425,HD,2019,0.5186,0.5333,0.4891,0.5594,0.5698,0.5829,0.5436
426,HD,2020,0.56,0.4466,0.5186,0.4891,0.5594,0.5698,0.5829
427,HD,2021,0.585,0.6481,0.56,0.5186,0.4891,0.5594,0.5698
428,HD,2022,0.546,0.5487,0.585,0.56,0.5186,0.4891,0.5594
429,HD,2023,0.5348,0.5816,0.546,0.585,0.56,0.5186,0.4891
430,HON,2014,0.5685,0.6108,,,,,
431,HON,2015,0.5322,0.4643,0.5685,,,,
432,HON,2016,0.4826,0.5228,0.5322,0.5685,,,
433,HON,2017,0.5653,0.5386,0.4826,0.5322,0.5685,,
434,HON,2018,0.5663,0.5138,0.5653,0.4826,0.5322,0.5685,
435,HON,2019,0.5551,0.4774,0.5663,0.5653,0.4826,0.5322,0.5685
436,HON,2020,0.7688,0.4275,0.5551,0.5663,0.5653,0.4826,0.5322
437,HON,2021,0.9049,0.4214,0.7688,0.5551,0.5663,0.5653,0.4826
438,HON,2022,0.7578,0.414,0.9049,0.7688,0.5551,0.5663,0.5653
439,HON,2023,0.7193,0.4196,0.7578,0.9049,0.7688,0.5551,0.5663
440,IBM,2014,0.6285,0.5374,,,,,
441,IBM,2015,0.6146,0.4713,0.6285,,,,
442,IBM,2016,0.6179,0.5929,0.6146,0.6285,,,
443,IBM,2017,0.561,0.529,0.6179,0.6146,0.6285,,
444,IBM,2018,0.5662,0.5796,0.561,0.6179,0.6146,0.6285,
445,IBM,2019,0.6,0.4654,0.5662,0.561,0.6179,0.6146,0.6285
446,IBM,2020,0.5272,0.4513,0.6,0.5662,0.561,0.6179,0.6146
447,IBM,2021,0.5521,0.4656,0.5272,0.6,0.5662,0.561,0.6179
448,IBM,2022,0.6466,0.4851,0.5521,0.5272,0.6,0.5662,0.561
449,IBM,2023,0.5214,0.4971,0.6466,0.5521,0.5272,0.6,0.5662
450,ICE,2014,0.3419,0.3012,,,,,
451,ICE,2015,0.3858,0.2707,0.3419,,,,
452,ICE,2016,0.468,0.2704,0.3858,0.3419,,,
453,ICE,2017,0.4421,0.2802,0.468,0.3858,0.3419,,
454,ICE,2018,0.4702,0.2237,0.4421,0.468,0.3858,0.3419,
455,ICE,2019,0.3931,0.31,0.4702,0.4421,0.468,0.3858,0.3419
456,ICE,2020,0.433,0.3633,0.3931,0.4702,0.4421,0.468,0.3858
457,ICE,2021,0.3723,0.5465,0.433,0.3931,0.4702,0.4421,0.468
458,ICE,2022,0.37,0.3859,0.3723,0.433,0.3931,0.4702,0.4421
459,ICE,2023,0.4157,0.3097,0.37,0.3723,0.433,0.3931,0.4702
460,INTU,2014,0.6365,0.4755,,,,,
461,INTU,2015,0.6061,0.4355,0.6365,,,,
462,INTU,2016,0.6205,0.446,0.6061,0.6365,,,
463,INTU,2017,0.5705,0.4307,0.6205,0.6061,0.6365,,
464,INTU,2018,0.652,0.4392,0.5705,0.6205,0.6061,0.6365,
465,INTU,2019,0.5692,0.5054,0.652,0.5705,0.6205,0.6061,0.6365
466,INTU,2020,0.6378,0.5083,0.5692,0.652,0.5705,0.6205,0.6061
467,INTU,2021,0.5314,0.4858,0.6378,0.5692,0.652,0.5705,0.6205
468,INTU,2022,0.6005,0.5623,0.5314,0.6378,0.5692,0.652,0.5705
469,INTU,2023,0.6031,0.5348,0.6005,0.5314,0.6378,0.5692,0.652
470,ISRG,2014,0.5343,0.3237,,,,,
471,ISRG,2015,0.6544,0.3461,0.5343,,,,
472,ISRG,2016,0.6009,0.4789,0.6544,0.5343,,,
473,ISRG,2017,0.5841,0.287,0.6009,0.6544,0.5343,,
474,ISRG,2018,0.6575,0.3618,0.5841,0.6009,0.6544,0.5343,
475,ISRG,2019,0.5847,0.3441,0.6575,0.5841,0.6009,0.6544,0.5343
476,ISRG,2020,0.6112,0.7226,0.5847,0.6575,0.5841,0.6009,0.6544
477,ISRG,2021,0.5981,0.3011,0.6112,0.5847,0.6575,0.5841,0.6009
478,ISRG,2022,0.6014,0.5239,0.5981,0.6112,0.5847,0.6575,0.5841
479,ISRG,2023,0.6572,0.3714,0.6014,0.5981,0.6112,0.5847,0.6575
480,JNJ,2014,,,,,,,
481,JNJ,2015,0.5368,0.5015,,,,,
482,JNJ,2016,0.5635,0.4138,0.5368,,,,
483,JNJ,2017,0.5919,0.449,0.5635,0.5368,,,
484,JNJ,2018,0.5561,0.4648,0.5919,0.5635,0.5368,,
485,JNJ,2019,0.5142,0.4332,0.5561,0.5919,0.5635,0.5368,
486,JNJ,2020,0.572,0.4065,0.5142,0.5561,0.5919,0.5635,0.5368
487,JNJ,2021,0.54,0.4301,0.572,0.5142,0.5561,0.5919,0.5635
488,JNJ,2022,0.583,0.5724,0.54,0.572,0.5142,0.5561,0.5919
489,JNJ,2023,0.685,0.5112,0.583,0.54,0.572,0.5142,0.5561
490,JPM,2014,0.4519,0.5477,,,,,
491,JPM,2015,0.4015,0.5135,0.4519,,,,
492,JPM,2016,0.3951,0.5293,0.4015,0.4519,,,
493,JPM,2017,0.4415,0.4996,0.3951,0.4015,0.4519,,
494,JPM,2018,0.3598,0.5632,0.4415,0.3951,0.4015,0.4519,
495,JPM,2019,0.4435,0.5353,0.3598,0.4415,0.3951,0.4015,0.4519
496,JPM,2020,0.4513,0.5763,0.4435,0.3598,0.4415,0.3951,0.4015
497,JPM,2021,0.483,0.6572,0.4513,0.4435,0.3598,0.4415,0.3951
498,JPM,2022,0.4582,0.6436,0.483,0.4513,0.4435,0.3598,0.4415
499,JPM,2023,0.4818,0.6738,0.4582,0.483,0.4513,0.4435,0.3598
500,KKR,2014,0.5181,0.5141,,,,,
501,KKR,2015,0.5187,0.4114,0.5181,,,,
502,KKR,2016,0.5482,0.4061,0.5187,0.5181,,,
503,KKR,2017,0.5445,0.3881,0.5482,0.5187,0.5181,,
504,KKR,2018,0.5409,0.4895,0.5445,0.5482,0.5187,0.5181,
505,KKR,2019,0.5739,0.4315,0.5409,0.5445,0.5482,0.5187,0.5181
506,KKR,2020,0.4791,0.4093,0.5739,0.5409,0.5445,0.5482,0.5187
507,KKR,2021,0.4839,0.4399,0.4791,0.5739,0.5409,0.5445,0.5482
508,KKR,2022,0.5276,0.4781,0.4839,0.4791,0.5739,0.5409,0.5445
509,KKR,2023,0.3608,0.5094,0.5276,0.4839,0.4791,0.5739,0.5409
510,KO,2014,0.3758,0.2945,,,,,
511,KO,2015,0.427,0.3488,0.3758,,,,
512,KO,2016,0.5948,0.3391,0.427,0.3758,,,
513,KO,2017,0.481,0.4644,0.5948,0.427,0.3758,,
514,KO,2018,0.4514,0.3508,0.481,0.5948,0.427,0.3758,
515,KO,2019,0.5426,0.5461,0.4514,0.481,0.5948,0.427,0.3758
516,KO,2020,0.5461,0.4818,0.5426,0.4514,0.481,0.5948,0.427
517,KO,2021,0.5286,0.5086,0.5461,0.5426,0.4514,0.481,0.5948
518,KO,2022,0.5324,0.3403,0.5286,0.5461,0.5426,0.4514,0.481
519,KO,2023,0.4455,0.5981,0.5324,0.5286,0.5461,0.5426,0.4514
520,LLY,2014,0.5028,0.1839,,,,,
521,LLY,2015,0.547,0.3617,0.5028,,,,
522,LLY,2016,0.5867,0.4352,0.547,0.5028,,,
523,LLY,2017,0.5313,0.2619,0.5867,0.547,0.5028,,
524,LLY,2018,0.5583,0.1767,0.5313,0.5867,0.547,0.5028,
525,LLY,2019,0.5992,0.2633,0.5583,0.5313,0.5867,0.547,0.5028
526,LLY,2020,0.5001,0.3151,0.5992,0.5583,0.5313,0.5867,0.547
527,LLY,2021,0.5774,0.2884,0.5001,0.5992,0.5583,0.5313,0.5867
528,LLY,2022,0.341,0.2508,0.5774,0.5001,0.5992,0.5583,0.5313
529,LLY,2023,0.5879,0.2359,0.341,0.5774,0.5001,0.5992,0.5583
530,LMT,2014,0.7067,0.34,,,,,
531,LMT,2015,0.5287,0.4131,0.7067,,,,
532,LMT,2016,0.4239,0.4103,0.5287,0.7067,,,
533,LMT,2017,0.4503,0.3786,0.4239,0.5287,0.7067,,
534,LMT,2018,0.4163,0.4929,0.4503,0.4239,0.5287,0.7067,
535,LMT,2019,0.3137,0.2339,0.4163,0.4503,0.4239,0.5287,0.7067
536,LMT,2020,0.341,0.33,0.3137,0.4163,0.4503,0.4239,0.5287
537,LMT,2021,0.3679,0.358,0.341,0.3137,0.4163,0.4503,0.4239
538,LMT,2022,0.5541,0.4952,0.3679,0.341,0.3137,0.4163,0.4503
539,LMT,2023,0.4922,0.4233,0.5541,0.3679,0.341,0.3137,0.4163
540,LOW,2014,0.5684,0.4766,,,,,
541,LOW,2015,0.5658,0.4826,0.5684,,,,
542,LOW,2016,0.5765,0.4912,0.5658,0.5684,,,
543,LOW,2017,0.5845,0.5097,0.5765,0.5658,0.5684,,
544,LOW,2018,0.5974,0.4969,0.5845,0.5765,0.5658,0.5684,
545,LOW,2019,0.5985,0.5132,0.5974,0.5845,0.5765,0.5658,0.5684
546,LOW,2020,0.5397,0.4568,0.5985,0.5974,0.5845,0.5765,0.5658
547,LOW,2021,0.4782,0.3724,0.5397,0.5985,0.5974,0.5845,0.5765
548,LOW,2022,0.5632,0.4376,0.4782,0.5397,0.5985,0.5974,0.5845
549,LOW,2023,0.5544,0.3948,0.5632,0.4782,0.5397,0.5985,0.5974
550,LRCX,2014,0.5252,0.5216,,,,,
551,LRCX,2015,0.6947,0.3763,0.5252,,,,
552,LRCX,2016,0.5471,0.4016,0.6947,0.5252,,,
553,LRCX,2017,0.5097,0.3578,0.5471,0.6947,0.5252,,
554,LRCX,2018,0.467,0.3667,0.5097,0.5471,0.6947,0.5252,
555,LRCX,2019,0.5174,0.3536,0.467,0.5097,0.5471,0.6947,0.5252
556,LRCX,2020,0.4303,0.4231,0.5174,0.467,0.5097,0.5471,0.6947
557,LRCX,2021,0.4701,0.3753,0.4303,0.5174,0.467,0.5097,0.5471
558,LRCX,2022,0.5175,0.3847,0.4701,0.4303,0.5174,0.467,0.5097
559,LRCX,2023,0.4254,0.3418,0.5175,0.4701,0.4303,0.5174,0.467
560,MA,2014,0.5129,0.4272,,,,,
561,MA,2015,0.4589,0.6298,0.5129,,,,
562,MA,2016,0.4969,0.4271,0.4589,0.5129,,,
563,MA,2017,0.5041,0.3592,0.4969,0.4589,0.5129,,
564,MA,2018,0.5129,0.4578,0.5041,0.4969,0.4589,0.5129,
565,MA,2019,0.4838,0.4136,0.5129,0.5041,0.4969,0.4589,0.5129
566,MA,2020,0.476,0.4895,0.4838,0.5129,0.5041,0.4969,0.4589
567,MA,2021,0.4858,0.5265,0.476,0.4838,0.5129,0.5041,0.4969
568,MA,2022,0.6463,0.4868,0.4858,0.476,0.4838,0.5129,0.5041
569,MA,2023,0.4414,0.4597,0.6463,0.4858,0.476,0.4838,0.5129
570,MCD,2014,0.4082,0.4013,,,,,
571,MCD,2015,0.4728,0.4184,0.4082,,,,
572,MCD,2016,0.5077,0.447,0.4728,0.4082,,,
573,MCD,2017,0.3899,0.4617,0.5077,0.4728,0.4082,,
574,MCD,2018,0.4427,0.4822,0.3899,0.5077,0.4728,0.4082,
575,MCD,2019,0.7968,0.7842,0.4427,0.3899,0.5077,0.4728,0.4082
576,MCD,2020,0.7265,0.7225,0.7968,0.4427,0.3899,0.5077,0.4728
577,MCD,2021,0.61,0.6788,0.7265,0.7968,0.4427,0.3899,0.5077
578,MCD,2022,0.7418,0.5058,0.61,0.7265,0.7968,0.4427,0.3899
579,MCD,2023,0.848,0.4666,0.7418,0.61,0.7265,0.7968,0.4427
580,META,2014,0.4262,0.3348,,,,,
581,META,2015,0.3938,0.2884,0.4262,,,,
582,META,2016,0.3759,0.3718,0.3938,0.4262,,,
583,META,2017,0.4468,0.3087,0.3759,0.3938,0.4262,,
584,META,2018,0.4205,0.3847,0.4468,0.3759,0.3938,0.4262,
585,META,2019,0.4166,0.2784,0.4205,0.4468,0.3759,0.3938,0.4262
586,META,2020,0.5726,0.3178,0.4166,0.4205,0.4468,0.3759,0.3938
587,META,2021,0.4256,0.3248,0.5726,0.4166,0.4205,0.4468,0.3759
588,META,2022,0.5741,0.4026,0.4256,0.5726,0.4166,0.4205,0.4468
589,META,2023,0.5189,0.4008,0.5741,0.4256,0.5726,0.4166,0.4205
590,MMC,2014,0.6343,0.68,,,,,
591,MMC,2015,0.6217,0.592,0.6343,,,,
592,MMC,2016,0.6147,0.5263,0.6217,0.6343,,,
593,MMC,2017,0.6353,0.5338,0.6147,0.6217,0.6343,,
594,MMC,2018,0.6807,0.5221,0.6353,0.6147,0.6217,0.6343,
595,MMC,2019,0.6616,0.5766,0.6807,0.6353,0.6147,0.6217,0.6343
596,MMC,2020,0.5779,0.6508,0.6616,0.6807,0.6353,0.6147,0.6217
597,MMC,2021,0.6013,0.4727,0.5779,0.6616,0.6807,0.6353,0.6147
598,MMC,2022,0.6385,0.624,0.6013,0.5779,0.6616,0.6807,0.6353
599,MMC,2023,0.6215,0.5539,0.6385,0.6013,0.5779,0.6616,0.6807
600,MO,2014,0.4204,0.3085,,,,,
601,MO,2015,0.4462,0.412,0.4204,,,,
602,MO,2016,0.288,0.618,0.4462,0.4204,,,
603,MO,2017,0.522,0.5644,0.288,0.4462,0.4204,,
604,MO,2018,0.4817,0.3451,0.522,0.288,0.4462,0.4204,
605,MO,2019,0.4678,0.3368,0.4817,0.522,0.288,0.4462,0.4204
606,MO,2020,0.423,0.3419,0.4678,0.4817,0.522,0.288,0.4462
607,MO,2021,0.4086,0.3392,0.423,0.4678,0.4817,0.522,0.288
608,MO,2022,0.5105,0.3829,0.4086,0.423,0.4678,0.4817,0.522
609,MO,2023,0.5113,0.3907,0.5105,0.4086,0.423,0.4678,0.4817
610,MRK,2014,0.4954,0.44,,,,,
611,MRK,2015,0.4661,0.4417,0.4954,,,,
612,MRK,2016,0.4854,0.2647,0.4661,0.4954,,,
613,MRK,2017,0.5475,0.5127,0.4854,0.4661,0.4954,,
614,MRK,2018,0.6155,0.4708,0.5475,0.4854,0.4661,0.4954,
615,MRK,2019,0.5574,0.4514,0.6155,0.5475,0.4854,0.4661,0.4954
616,MRK,2020,0.5821,0.4286,0.5574,0.6155,0.5475,0.4854,0.4661
617,MRK,2021,0.5749,0.5059,0.5821,0.5574,0.6155,0.5475,0.4854
618,MRK,2022,0.6107,0.396,0.5749,0.5821,0.5574,0.6155,0.5475
619,MRK,2023,0.6066,0.4441,0.6107,0.5749,0.5821,0.5574,0.6155
620,MS,2014,0.4921,0.5521,,,,,
621,MS,2015,0.4232,0.4781,0.4921,,,,
622,MS,2016,0.5367,0.5874,0.4232,0.4921,,,
623,MS,2017,0.7554,0.1882,0.5367,0.4232,0.4921,,
624,MS,2018,0.9465,0.2246,0.7554,0.5367,0.4232,0.4921,
625,MS,2019,0.9086,0.1999,0.9465,0.7554,0.5367,0.4232,0.4921
626,MS,2020,0.603,0.4736,0.9086,0.9465,0.7554,0.5367,0.4232
627,MS,2021,0.9251,0.4008,0.603,0.9086,0.9465,0.7554,0.5367
628,MS,2022,0.2914,0.6226,0.9251,0.603,0.9086,0.9465,0.7554
629,MS,2023,0.6595,0.4488,0.2914,0.9251,0.603,0.9086,0.9465
630,MSFT,2014,0.5198,0.5309,,,,,
631,MSFT,2015,0.5231,0.6543,0.5198,,,,
632,MSFT,2016,0.4721,0.5601,0.5231,0.5198,,,
633,MSFT,2017,0.5488,0.3866,0.4721,0.5231,0.5198,,
634,MSFT,2018,0.5168,0.4465,0.5488,0.4721,0.5231,0.5198,
635,MSFT,2019,0.4412,0.4308,0.5168,0.5488,0.4721,0.5231,0.5198
636,MSFT,2020,0.4388,0.4472,0.4412,0.5168,0.5488,0.4721,0.5231
637,MSFT,2021,0.4849,0.445,0.4388,0.4412,0.5168,0.5488,0.4721
638,MSFT,2022,0.4675,0.4458,0.4849,0.4388,0.4412,0.5168,0.5488
639,MSFT,2023,0.4656,0.3397,0.4675,0.4849,0.4388,0.4412,0.5168
640,MU,2014,0.2899,0.3692,,,,,
641,MU,2015,0.2538,0.4523,0.2899,,,,
642,MU,2016,0.3514,0.2444,0.2538,0.2899,,,
643,MU,2017,0.4306,0.2561,0.3514,0.2538,0.2899,,
644,MU,2018,0.4004,0.4139,0.4306,0.3514,0.2538,0.2899,
645,MU,2019,0.3754,0.293,0.4004,0.4306,0.3514,0.2538,0.2899
646,MU,2020,0.3732,0.3796,0.3754,0.4004,0.4306,0.3514,0.2538
647,MU,2021,0.3691,0.3706,0.3732,0.3754,0.4004,0.4306,0.3514
648,MU,2022,0.4208,0.3862,0.3691,0.3732,0.3754,0.4004,0.4306
649,MU,2023,0.3509,0.4753,0.4208,0.3691,0.3732,0.3754,0.4004
650,NEE,2014,0.5098,0.5146,,,,,
651,NEE,2015,0.5572,0.3932,0.5098,,,,
652,NEE,2016,0.5304,0.477,0.5572,0.5098,,,
653,NEE,2017,0.6111,0.5772,0.5304,0.5572,0.5098,,
654,NEE,2018,0.5178,0.399,0.6111,0.5304,0.5572,0.5098,
655,NEE,2019,0.5213,0.4148,0.5178,0.6111,0.5304,0.5572,0.5098
656,NEE,2020,0.587,0.4626,0.5213,0.5178,0.6111,0.5304,0.5572
657,NEE,2021,0.5904,0.4899,0.587,0.5213,0.5178,0.6111,0.5304
658,NEE,2022,0.4808,0.3524,0.5904,0.587,0.5213,0.5178,0.6111
659,NEE,2023,0.5423,0.4941,0.4808,0.5904,0.587,0.5213,0.5178
660,NFLX,2014,0.3833,0.3345,,,,,
661,NFLX,2015,0.3572,0.3332,0.3833,,,,
662,NFLX,2016,0.3535,0.3052,0.3572,0.3833,,,
663,NFLX,2017,0.3661,0.4564,0.3535,0.3572,0.3833,,
664,NFLX,2018,0.3788,0.3099,0.3661,0.3535,0.3572,0.3833,
665,NFLX,2019,0.4001,0.3512,0.3788,0.3661,0.3535,0.3572,0.3833
666,NFLX,2020,0.4376,0.377,0.4001,0.3788,0.3661,0.3535,0.3572
667,NFLX,2021,0.4577,0.3744,0.4376,0.4001,0.3788,0.3661,0.3535
668,NFLX,2022,0.4112,0.3658,0.4577,0.4376,0.4001,0.3788,0.3661
669,NFLX,2023,0.412,0.3554,0.4112,0.4577,0.4376,0.4001,0.3788
670,NKE,2014,0.5191,0.6269,,,,,
671,NKE,2015,0.4954,0.6112,0.5191,,,,
672,NKE,2016,0.5545,0.542,0.4954,0.5191,,,
673,NKE,2017,0.4446,0.6131,0.5545,0.4954,0.5191,,
674,NKE,2018,0.5054,0.5405,0.4446,0.5545,0.4954,0.5191,
675,NKE,2019,0.5649,0.5493,0.5054,0.4446,0.5545,0.4954,0.5191
676,NKE,2020,0.5081,0.5225,0.5649,0.5054,0.4446,0.5545,0.4954
677,NKE,2021,0.4738,0.6639,0.5081,0.5649,0.5054,0.4446,0.5545
678,NKE,2022,0.5334,0.5515,0.4738,0.5081,0.5649,0.5054,0.4446
679,NKE,2023,0.4812,0.6131,0.5334,0.4738,0.5081,0.5649,0.5054
680,NOW,2014,0.6027,0.4938,,,,,
681,NOW,2015,0.5209,0.3539,0.6027,,,,
682,NOW,2016,0.5451,0.4916,0.5209,0.6027,,,
683,NOW,2017,0.5197,0.4323,0.5451,0.5209,0.6027,,
684,NOW,2018,0.5582,0.4635,0.5197,0.5451,0.5209,0.6027,
685,NOW,2019,0.5454,0.5815,0.5582,0.5197,0.5451,0.5209,0.6027
686,NOW,2020,0.555,0.5069,0.5454,0.5582,0.5197,0.5451,0.5209
687,NOW,2021,0.5185,0.429,0.555,0.5454,0.5582,0.5197,0.5451
688,NOW,2022,0.5903,0.4852,0.5185,0.555,0.5454,0.5582,0.5197
689,NOW,2023,0.575,0.4485,0.5903,0.5185,0.555,0.5454,0.5582
690,NVDA,2014,0.4074,0.4709,,,,,
691,NVDA,2015,0.5733,0.4937,0.4074,,,,
692,NVDA,2016,0.4063,0.614,0.5733,0.4074,,,
693,NVDA,2017,0.3809,0.44,0.4063,0.5733,0.4074,,
694,NVDA,2018,0.3791,0.5298,0.3809,0.4063,0.5733,0.4074,
695,NVDA,2019,0.3323,0.4878,0.3791,0.3809,0.4063,0.5733,0.4074
696,NVDA,2020,0.365,0.534,0.3323,0.3791,0.3809,0.4063,0.5733
697,NVDA,2021,0.4386,0.3593,0.365,0.3323,0.3791,0.3809,0.4063
698,NVDA,2022,0.4661,0.4554,0.4386,0.365,0.3323,0.3791,0.3809
699,NVDA,2023,0.4168,0.5051,0.4661,0.4386,0.365,0.3323,0.3791
700,ORCL,2014,0.5037,0.4435,,,,,
701,ORCL,2015,0.465,0.4023,0.5037,,,,
702,ORCL,2016,0.4553,0.4003,0.465,0.5037,,,
703,ORCL,2017,0.4657,0.3959,0.4553,0.465,0.5037,,
704,ORCL,2018,0.4989,0.4207,0.4657,0.4553,0.465,0.5037,
705,ORCL,2019,0.4596,0.3269,0.4989,0.4657,0.4553,0.465,0.5037
706,ORCL,2020,0.469,0.4221,0.4596,0.4989,0.4657,0.4553,0.465
707,ORCL,2021,0.4611,0.4919,0.469,0.4596,0.4989,0.4657,0.4553
708,ORCL,2022,0.4324,0.4742,0.4611,0.469,0.4596,0.4989,0.4657
709,ORCL,2023,0.4748,0.4747,0.4324,0.4611,0.469,0.4596,0.4989
710,PANW,2014,0.6248,0.4273,,,,,
711,PANW,2015,0.6154,0.5388,0.6248,,,,
712,PANW,2016,0.5874,0.4339,0.6154,0.6248,,,
713,PANW,2017,0.5938,0.5155,0.5874,0.6154,0.6248,,
714,PANW,2018,0.5732,0.4278,0.5938,0.5874,0.6154,0.6248,
715,PANW,2019,0.6564,0.4242,0.5732,0.5938,0.5874,0.6154,0.6248
716,PANW,2020,0.642,0.4958,0.6564,0.5732,0.5938,0.5874,0.6154
717,PANW,2021,0.6287,0.4783,0.642,0.6564,0.5732,0.5938,0.5874
718,PANW,2022,0.5264,0.4445,0.6287,0.642,0.6564,0.5732,0.5938
719,PANW,2023,0.6003,0.4928,0.5264,0.6287,0.642,0.6564,0.5732
720,PEP,2014,0.5837,0.3594,,,,,
721,PEP,2015,0.5662,0.4052,0.5837,,,,
722,PEP,2016,0.5591,0.3234,0.5662,0.5837,,,
723,PEP,2017,0.5829,0.3451,0.5591,0.5662,0.5837,,
724,PEP,2018,0.5847,0.2948,0.5829,0.5591,0.5662,0.5837,
725,PEP,2019,0.4842,0.2927,0.5847,0.5829,0.5591,0.5662,0.5837
726,PEP,2020,0.6043,0.4675,0.4842,0.5847,0.5829,0.5591,0.5662
727,PEP,2021,0.4887,0.488,0.6043,0.4842,0.5847,0.5829,0.5591
728,PEP,2022,0.5909,0.5076,0.4887,0.6043,0.4842,0.5847,0.5829
729,PEP,2023,0.5475,0.5599,0.5909,0.4887,0.6043,0.4842,0.5847
730,PFE,2014,0.5301,0.1706,,,,,
731,PFE,2015,0.4896,0.534,0.5301,,,,
732,PFE,2016,0.5967,0.2734,0.4896,0.5301,,,
733,PFE,2017,0.4596,0.2413,0.5967,0.4896,0.5301,,
734,PFE,2018,0.5198,0.2848,0.4596,0.5967,0.4896,0.5301,
735,PFE,2019,0.5208,0.3214,0.5198,0.4596,0.5967,0.4896,0.5301
736,PFE,2020,0.4861,0.2194,0.5208,0.5198,0.4596,0.5967,0.4896
737,PFE,2021,0.4868,0.2517,0.4861,0.5208,0.5198,0.4596,0.5967
738,PFE,2022,0.5123,0.2254,0.4868,0.4861,0.5208,0.5198,0.4596
739,PFE,2023,0.4838,0.2078,0.5123,0.4868,0.4861,0.5208,0.5198
740,PG,2014,0.5855,0.4918,,,,,
741,PG,2015,0.6051,0.4384,0.5855,,,,
742,PG,2016,0.5879,0.4745,0.6051,0.5855,,,
