,ticker,year,IT,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
372,GILD,2016,0.5376,0.3846,0.6958,0.585,,,
373,GILD,2017,0.4938,0.6645,0.5376,0.6958,0.585,,
374,GILD,2018,0.5335,0.438,0.4938,0.5376,0.6958,0.585,
375,GILD,2019,0.2824,0.3291,0.5335,0.4938,0.5376,0.6958,0.585
376,GILD,2020,0.5364,0.2491,0.2824,0.5335,0.4938,0.5376,0.6958
377,GILD,2021,0.578,0.3872,0.5364,0.2824,0.5335,0.4938,0.5376
378,GILD,2022,0.422,0.5446,0.578,0.5364,0.2824,0.5335,0.4938
379,GILD,2023,0.375,0.4836,0.422,0.578,0.5364,0.2824,0.5335
380,GOOGL,2014,0.4053,0.2619,,,,,
381,GOOGL,2015,0.3802,0.2881,0.4053,,,,
382,GOOGL,2016,0.3119,0.2547,0.3802,0.4053,,,
383,GOOGL,2017,0.405,0.3102,0.3119,0.3802,0.4053,,
384,GOOGL,2018,0.3845,0.3002,0.405,0.3119,0.3802,0.4053,
385,GOOGL,2019,0.2547,0.3278,0.3845,0.405,0.3119,0.3802,0.4053
386,GOOGL,2020,0.3438,0.4193,0.2547,0.3845,0.405,0.3119,0.3802
387,GOOGL,2021,0.2996,0.3031,0.3438,0.2547,0.3845,0.405,0.3119
388,GOOGL,2022,0.3741,0.3073,0.2996,0.3438,0.2547,0.3845,0.405
389,GOOGL,2023,0.4667,0.3322,0.3741,0.2996,0.3438,0.2547,0.3845
390,GS,2014,0.8089,0.6877,,,,,
391,GS,2015,0.5456,0.6966,0.8089,,,,
392,GS,2016,0.537,0.6959,0.5456,0.8089,,,
393,GS,2017,0.6912,0.5328,0.537,0.5456,0.8089,,
394,GS,2018,0.3637,0.6882,0.6912,0.537,0.5456,0.8089,
395,GS,2019,0.7231,0.6199,0.3637,0.6912,0.537,0.5456,0.8089
396,GS,2020,0.7323,0.6185,0.7231,0.3637,0.6912,0.537,0.5456
397,GS,2021,0.7974,0.6185,0.7323,0.7231,0.3637,0.6912,0.537
398,GS,2022,0.7723,0.7039,0.7974,0.7323,0.7231,0.3637,0.6912
399,GS,2023,0.5611,0.675,0.7723,0.7974,0.7323,0.7231,0.3637
400,HD,2014,0.3943,0.5675,,,,,
401,HD,2015,0.335,0.5306,0.3943,,,,
402,HD,2016,0.3709,0.2964,0.335,0.3943,,,
403,HD,2017,0.3168,0.3704,0.3709,0.335,0.3943,,
404,HD,2018,0.358,0.3184,0.3168,0.3709,0.335,0.3943,
405,HD,2019,0.3012,0.3618,0.358,0.3168,0.3709,0.335,0.3943
406,HD,2020,0.4469,0.4071,0.3012,0.358,0.3168,0.3709,0.335
407,HD,2021,0.3406,0.6068,0.4469,0.3012,0.358,0.3168,0.3709
408,HD,2022,0.3562,0.4042,0.3406,0.4469,0.3012,0.358,0.3168
409,HD,2023,0.6207,0.5466,0.3562,0.3406,0.4469,0.3012,0.358
410,HON,2014,0.4686,0.3162,,,,,
411,HON,2015,0.3627,0.4322,0.4686,,,,
412,HON,2016,0.4576,0.49,0.3627,0.4686,,,
413,HON,2017,0.5788,0.3328,0.4576,0.3627,0.4686,,
414,HON,2018,0.3939,0.5108,0.5788,0.4576,0.3627,0.4686,
415,HON,2019,0.4195,0.5916,0.3939,0.5788,0.4576,0.3627,0.4686
416,HON,2020,0.7261,0.4307,0.4195,0.3939,0.5788,0.4576,0.3627
417,HON,2021,0.8115,0.6898,0.7261,0.4195,0.3939,0.5788,0.4576
418,HON,2022,0.7991,0.5518,0.8115,0.7261,0.4195,0.3939,0.5788
419,HON,2023,0.8406,0.4938,0.7991,0.8115,0.7261,0.4195,0.3939
420,ICE,2014,0.5331,0.298,,,,,
421,ICE,2015,0.4075,0.3623,0.5331,,,,
422,ICE,2016,0.369,0.2836,0.4075,0.5331,,,
423,ICE,2017,0.3734,0.4499,0.369,0.4075,0.5331,,
424,ICE,2018,0.5296,0.2985,0.3734,0.369,0.4075,0.5331,
425,ICE,2019,0.4639,0.3735,0.5296,0.3734,0.369,0.4075,0.5331
426,ICE,2020,0.4542,0.3662,0.4639,0.5296,0.3734,0.369,0.4075
427,ICE,2021,0.488,0.3895,0.4542,0.4639,0.5296,0.3734,0.369
428,ICE,2022,0.4415,0.4327,0.488,0.4542,0.4639,0.5296,0.3734
429,ICE,2023,0.4185,0.4324,0.4415,0.488,0.4542,0.4639,0.5296
430,INTU,2014,0.5652,0.3587,,,,,
431,INTU,2015,0.5182,0.3217,0.5652,,,,
432,INTU,2016,0.5459,0.3971,0.5182,0.5652,,,
433,INTU,2017,0.5136,0.4349,0.5459,0.5182,0.5652,,
434,INTU,2018,0.4467,0.495,0.5136,0.5459,0.5182,0.5652,
435,INTU,2019,0.4563,0.4824,0.4467,0.5136,0.5459,0.5182,0.5652
436,INTU,2020,0.4769,0.4481,0.4563,0.4467,0.5136,0.5459,0.5182
437,INTU,2021,0.4091,0.5463,0.4769,0.4563,0.4467,0.5136,0.5459
438,INTU,2022,0.4831,0.6437,0.4091,0.4769,0.4563,0.4467,0.5136
439,INTU,2023,0.5239,0.392,0.4831,0.4091,0.4769,0.4563,0.4467
440,ISRG,2014,0.1921,0.1243,,,,,
441,ISRG,2015,0.567,0.3335,0.1921,,,,
442,ISRG,2016,0.3478,0.1691,0.567,0.1921,,,
443,ISRG,2017,0.5813,0.1138,0.3478,0.567,0.1921,,
444,ISRG,2018,0.3886,0.1275,0.5813,0.3478,0.567,0.1921,
445,ISRG,2019,0.3976,0.1133,0.3886,0.5813,0.3478,0.567,0.1921
446,ISRG,2020,0.3636,0.367,0.3976,0.3886,0.5813,0.3478,0.567
447,ISRG,2021,0.5458,0.3259,0.3636,0.3976,0.3886,0.5813,0.3478
448,ISRG,2022,0.2204,0.3691,0.5458,0.3636,0.3976,0.3886,0.5813
449,ISRG,2023,0.3549,0.1643,0.2204,0.5458,0.3636,0.3976,0.3886
450,JNJ,2014,,,,,,,
451,JNJ,2015,0.5748,0.5027,,,,,
452,JNJ,2016,0.377,0.4012,0.5748,,,,
453,JNJ,2017,0.4074,0.458,0.377,0.5748,,,
454,JNJ,2018,0.5058,0.4716,0.4074,0.377,0.5748,,
455,JNJ,2019,0.5636,0.5313,0.5058,0.4074,0.377,0.5748,
456,JNJ,2020,0.3073,0.3996,0.5636,0.5058,0.4074,0.377,0.5748
457,JNJ,2021,0.4508,0.3945,0.3073,0.5636,0.5058,0.4074,0.377
458,JNJ,2022,0.3843,0.4769,0.4508,0.3073,0.5636,0.5058,0.4074
459,JNJ,2023,0.3978,0.3337,0.3843,0.4508,0.3073,0.5636,0.5058
460,KKR,2014,0.4093,0.3629,,,,,
461,KKR,2015,0.3278,0.37,0.4093,,,,
462,KKR,2016,0.2746,0.4202,0.3278,0.4093,,,
463,KKR,2017,0.3499,0.5781,0.2746,0.3278,0.4093,,
464,KKR,2018,0.3704,0.7389,0.3499,0.2746,0.3278,0.4093,
465,KKR,2019,0.6652,0.4097,0.3704,0.3499,0.2746,0.3278,0.4093
466,KKR,2020,0.7134,0.4153,0.6652,0.3704,0.3499,0.2746,0.3278
467,KKR,2021,0.6136,0.4431,0.7134,0.6652,0.3704,0.3499,0.2746
468,KKR,2022,0.7203,0.6098,0.6136,0.7134,0.6652,0.3704,0.3499
469,KKR,2023,0.7052,0.7943,0.7203,0.6136,0.7134,0.6652,0.3704
470,KO,2014,0.3328,0.416,,,,,
471,KO,2015,0.2551,0.3377,0.3328,,,,
472,KO,2016,0.3255,0.391,0.2551,0.3328,,,
473,KO,2017,0.6019,0.3732,0.3255,0.2551,0.3328,,
474,KO,2018,0.4876,0.501,0.6019,0.3255,0.2551,0.3328,
475,KO,2019,0.3459,0.3989,0.4876,0.6019,0.3255,0.2551,0.3328
476,KO,2020,0.4352,0.4055,0.3459,0.4876,0.6019,0.3255,0.2551
477,KO,2021,0.3035,0.411,0.4352,0.3459,0.4876,0.6019,0.3255
478,KO,2022,0.4642,0.3711,0.3035,0.4352,0.3459,0.4876,0.6019
479,KO,2023,0.4835,0.5248,0.4642,0.3035,0.4352,0.3459,0.4876
480,LLY,2014,0.5111,0.3178,,,,,
481,LLY,2015,0.4112,0.1746,0.5111,,,,
482,LLY,2016,0.6412,0.5422,0.4112,0.5111,,,
483,LLY,2017,0.3256,0.5285,0.6412,0.4112,0.5111,,
484,LLY,2018,0.5618,0.5152,0.3256,0.6412,0.4112,0.5111,
485,LLY,2019,0.3151,0.2185,0.5618,0.3256,0.6412,0.4112,0.5111
486,LLY,2020,0.8162,0.2588,0.3151,0.5618,0.3256,0.6412,0.4112
487,LLY,2021,0.6759,0.2602,0.8162,0.3151,0.5618,0.3256,0.6412
488,LLY,2022,0.2516,0.3967,0.6759,0.8162,0.3151,0.5618,0.3256
489,LLY,2023,0.7024,0.4491,0.2516,0.6759,0.8162,0.3151,0.5618
490,LMT,2014,0.5322,0.3332,,,,,
491,LMT,2015,0.5909,0.3514,0.5322,,,,
492,LMT,2016,0.4731,0.3156,0.5909,0.5322,,,
493,LMT,2017,0.5491,0.3489,0.4731,0.5909,0.5322,,
494,LMT,2018,0.6959,0.2992,0.5491,0.4731,0.5909,0.5322,
495,LMT,2019,0.4135,0.3252,0.6959,0.5491,0.4731,0.5909,0.5322
496,LMT,2020,0.5092,0.3984,0.4135,0.6959,0.5491,0.4731,0.5909
497,LMT,2021,0.4538,0.3946,0.5092,0.4135,0.6959,0.5491,0.4731
498,LMT,2022,0.7052,0.5388,0.4538,0.5092,0.4135,0.6959,0.5491
499,LMT,2023,0.5225,0.385,0.7052,0.4538,0.5092,0.4135,0.6959
500,LOW,2014,0.3251,0.2746,,,,,
501,LOW,2015,0.311,0.2921,0.3251,,,,
502,LOW,2016,0.2955,0.2018,0.311,0.3251,,,
503,LOW,2017,0.3257,0.2697,0.2955,0.311,0.3251,,
504,LOW,2018,0.3077,0.3243,0.3257,0.2955,0.311,0.3251,
505,LOW,2019,0.3578,0.6037,0.3077,0.3257,0.2955,0.311,0.3251
506,LOW,2020,0.5876,0.3783,0.3578,0.3077,0.3257,0.2955,0.311
507,LOW,2021,0.4081,0.3762,0.5876,0.3578,0.3077,0.3257,0.2955
508,LOW,2022,0.2768,0.5006,0.4081,0.5876,0.3578,0.3077,0.3257
509,LOW,2023,0.5742,0.2946,0.2768,0.4081,0.5876,0.3578,0.3077
510,LRCX,2014,0.4116,0.2327,,,,,
511,LRCX,2015,0.2942,0.2065,0.4116,,,,
512,LRCX,2016,0.3011,0.1898,0.2942,0.4116,,,
513,LRCX,2017,0.4318,0.4423,0.3011,0.2942,0.4116,,
514,LRCX,2018,0.2985,0.186,0.4318,0.3011,0.2942,0.4116,
515,LRCX,2019,0.2284,0.6256,0.2985,0.4318,0.3011,0.2942,0.4116
516,LRCX,2020,0.3375,0.2764,0.2284,0.2985,0.4318,0.3011,0.2942
517,LRCX,2021,0.2735,0.4111,0.3375,0.2284,0.2985,0.4318,0.3011
518,LRCX,2022,0.3647,0.291,0.2735,0.3375,0.2284,0.2985,0.4318
519,LRCX,2023,0.3295,0.2741,0.3647,0.2735,0.3375,0.2284,0.2985
520,MA,2014,0.4047,0.3801,,,,,
521,MA,2015,0.4356,0.3827,0.4047,,,,
522,MA,2016,0.3644,0.4598,0.4356,0.4047,,,
523,MA,2017,0.5154,0.5173,0.3644,0.4356,0.4047,,
524,MA,2018,0.5118,0.472,0.5154,0.3644,0.4356,0.4047,
525,MA,2019,0.4526,0.4286,0.5118,0.5154,0.3644,0.4356,0.4047
526,MA,2020,0.3301,0.3687,0.4526,0.5118,0.5154,0.3644,0.4356
527,MA,2021,0.3934,0.4936,0.3301,0.4526,0.5118,0.5154,0.3644
528,MA,2022,0.6029,0.4494,0.3934,0.3301,0.4526,0.5118,0.5154
529,MA,2023,0.3813,0.5347,0.6029,0.3934,0.3301,0.4526,0.5118
530,MCD,2014,0.4048,0.3443,,,,,
531,MCD,2015,0.3768,0.3941,0.4048,,,,
532,MCD,2016,0.2969,0.3517,0.3768,0.4048,,,
533,MCD,2017,0.3492,0.4109,0.2969,0.3768,0.4048,,
534,MCD,2018,0.6577,0.333,0.3492,0.2969,0.3768,0.4048,
535,MCD,2019,0.7838,0.7475,0.6577,0.3492,0.2969,0.3768,0.4048
536,MCD,2020,0.6313,0.7484,0.7838,0.6577,0.3492,0.2969,0.3768
537,MCD,2021,0.3449,0.5804,0.6313,0.7838,0.6577,0.3492,0.2969
538,MCD,2022,0.5109,0.803,0.3449,0.6313,0.7838,0.6577,0.3492
539,MCD,2023,0.8337,0.3255,0.5109,0.3449,0.6313,0.7838,0.6577
540,META,2014,0.7665,0.2396,,,,,
541,META,2015,0.3699,0.2392,0.7665,,,,
542,META,2016,0.2968,0.4448,0.3699,0.7665,,,
543,META,2017,0.2067,0.5365,0.2968,0.3699,0.7665,,
544,META,2018,0.3844,0.3673,0.2067,0.2968,0.3699,0.7665,
545,META,2019,0.3436,0.3988,0.3844,0.2067,0.2968,0.3699,0.7665
546,META,2020,0.3182,0.3461,0.3436,0.3844,0.2067,0.2968,0.3699
547,META,2021,0.3316,0.3112,0.3182,0.3436,0.3844,0.2067,0.2968
548,META,2022,0.4502,0.5665,0.3316,0.3182,0.3436,0.3844,0.2067
549,META,2023,0.3604,0.2489,0.4502,0.3316,0.3182,0.3436,0.3844
550,MMC,2014,0.781,0.7128,,,,,
551,MMC,2015,0.7102,0.7067,0.781,,,,
552,MMC,2016,0.786,0.6806,0.7102,0.781,,,
553,MMC,2017,0.7884,0.6294,0.786,0.7102,0.781,,
554,MMC,2018,0.6343,0.5464,0.7884,0.786,0.7102,0.781,
555,MMC,2019,0.5831,0.699,0.6343,0.7884,0.786,0.7102,0.781
556,MMC,2020,0.3659,0.6477,0.5831,0.6343,0.7884,0.786,0.7102
557,MMC,2021,0.7477,0.6199,0.3659,0.5831,0.6343,0.7884,0.786
558,MMC,2022,0.5614,0.4385,0.7477,0.3659,0.5831,0.6343,0.7884
559,MMC,2023,0.5709,0.4529,0.5614,0.7477,0.3659,0.5831,0.6343
560,MO,2014,0.2421,0.7073,,,,,
561,MO,2015,0.1815,0.1452,0.2421,,,,
562,MO,2016,0.6009,0.6264,0.1815,0.2421,,,
563,MO,2017,0.2533,0.3604,0.6009,0.1815,0.2421,,
564,MO,2018,0.2116,0.6417,0.2533,0.6009,0.1815,0.2421,
565,MO,2019,0.5296,0.2196,0.2116,0.2533,0.6009,0.1815,0.2421
566,MO,2020,0.2749,0.2966,0.5296,0.2116,0.2533,0.6009,0.1815
567,MO,2021,0.2823,0.3072,0.2749,0.5296,0.2116,0.2533,0.6009
568,MO,2022,0.4153,0.2417,0.2823,0.2749,0.5296,0.2116,0.2533
569,MO,2023,0.5443,0.2444,0.4153,0.2823,0.2749,0.5296,0.2116
570,MRK,2014,0.59,0.5228,,,,,
571,MRK,2015,0.3748,0.4936,0.59,,,,
572,MRK,2016,0.4775,0.4525,0.3748,0.59,,,
573,MRK,2017,0.5232,0.5036,0.4775,0.3748,0.59,,
574,MRK,2018,0.4413,0.6867,0.5232,0.4775,0.3748,0.59,
575,MRK,2019,0.3351,0.3021,0.4413,0.5232,0.4775,0.3748,0.59
576,MRK,2020,0.4997,0.3612,0.3351,0.4413,0.5232,0.4775,0.3748
577,MRK,2021,0.6328,0.5017,0.4997,0.3351,0.4413,0.5232,0.4775
578,MRK,2022,0.4374,0.2597,0.6328,0.4997,0.3351,0.4413,0.5232
579,MRK,2023,0.2684,0.3533,0.4374,0.6328,0.4997,0.3351,0.4413
580,MS,2014,0.5726,0.626,,,,,
581,MS,2015,0.3443,0.6409,0.5726,,,,
582,MS,2016,0.6266,0.614,0.3443,0.5726,,,
583,MS,2017,0.8787,0.6455,0.6266,0.3443,0.5726,,
584,MS,2018,0.8032,0.3214,0.8787,0.6266,0.3443,0.5726,
585,MS,2019,0.8163,0.2568,0.8032,0.8787,0.6266,0.3443,0.5726
586,MS,2020,0.8194,0.6936,0.8163,0.8032,0.8787,0.6266,0.3443
587,MS,2021,0.6085,0.5879,0.8194,0.8163,0.8032,0.8787,0.6266
588,MS,2022,0.4908,0.4533,0.6085,0.8194,0.8163,0.8032,0.8787
589,MS,2023,0.7357,0.6507,0.4908,0.6085,0.8194,0.8163,0.8032
590,MSFT,2014,0.5269,0.3795,,,,,
591,MSFT,2015,0.6583,0.5957,0.5269,,,,
592,MSFT,2016,0.5418,0.4064,0.6583,0.5269,,,
593,MSFT,2017,0.5337,0.545,0.5418,0.6583,0.5269,,
594,MSFT,2018,0.6216,0.378,0.5337,0.5418,0.6583,0.5269,
595,MSFT,2019,0.4806,0.5928,0.6216,0.5337,0.5418,0.6583,0.5269
596,MSFT,2020,0.5503,0.4225,0.4806,0.6216,0.5337,0.5418,0.6583
597,MSFT,2021,0.4708,0.3916,0.5503,0.4806,0.6216,0.5337,0.5418
598,MSFT,2022,0.5335,0.6133,0.4708,0.5503,0.4806,0.6216,0.5337
599,MSFT,2023,0.4792,0.4974,0.5335,0.4708,0.5503,0.4806,0.6216
600,MU,2014,0.481,0.7295,,,,,
601,MU,2015,0.3295,0.7065,0.481,,,,
602,MU,2016,0.7884,0.6248,0.3295,0.481,,,
603,MU,2017,0.796,0.6789,0.7884,0.3295,0.481,,
604,MU,2018,0.7642,0.1845,0.796,0.7884,0.3295,0.481,
605,MU,2019,0.7735,0.5441,0.7642,0.796,0.7884,0.3295,0.481
606,MU,2020,0.7599,0.4157,0.7735,0.7642,0.796,0.7884,0.3295
607,MU,2021,0.3056,0.2753,0.7599,0.7735,0.7642,0.796,0.7884
608,MU,2022,0.2762,0.1165,0.3056,0.7599,0.7735,0.7642,0.796
609,MU,2023,0.2972,0.3034,0.2762,0.3056,0.7599,0.7735,0.7642
610,NEE,2014,0.1638,0.5024,,,,,
611,NEE,2015,0.5035,0.4427,0.1638,,,,
612,NEE,2016,0.7469,0.4124,0.5035,0.1638,,,
613,NEE,2017,0.6398,0.5962,0.7469,0.5035,0.1638,,
614,NEE,2018,0.7976,0.5975,0.6398,0.7469,0.5035,0.1638,
615,NEE,2019,0.6745,0.7378,0.7976,0.6398,0.7469,0.5035,0.1638
616,NEE,2020,0.4536,0.399,0.6745,0.7976,0.6398,0.7469,0.5035
617,NEE,2021,0.608,0.4939,0.4536,0.6745,0.7976,0.6398,0.7469
618,NEE,2022,0.7784,0.4784,0.608,0.4536,0.6745,0.7976,0.6398
619,NEE,2023,0.6089,0.592,0.7784,0.608,0.4536,0.6745,0.7976
620,NFLX,2014,0.5796,0.1587,,,,,
621,NFLX,2015,0.3933,0.2249,0.5796,,,,
622,NFLX,2016,0.3639,0.1909,0.3933,0.5796,,,
623,NFLX,2017,0.3545,0.3189,0.3639,0.3933,0.5796,,
624,NFLX,2018,0.383,0.3697,0.3545,0.3639,0.3933,0.5796,
625,NFLX,2019,0.3206,0.183,0.383,0.3545,0.3639,0.3933,0.5796
626,NFLX,2020,0.2984,0.3583,0.3206,0.383,0.3545,0.3639,0.3933
627,NFLX,2021,0.5624,0.297,0.2984,0.3206,0.383,0.3545,0.3639
628,NFLX,2022,0.3889,0.2979,0.5624,0.2984,0.3206,0.383,0.3545
629,NFLX,2023,0.3904,0.8407,0.3889,0.5624,0.2984,0.3206,0.383
630,NKE,2014,0.3865,0.6082,,,,,
631,NKE,2015,0.3909,0.5888,0.3865,,,,
632,NKE,2016,0.4162,0.3625,0.3909,0.3865,,,
633,NKE,2017,0.4502,0.4931,0.4162,0.3909,0.3865,,
634,NKE,2018,0.3969,0.5144,0.4502,0.4162,0.3909,0.3865,
635,NKE,2019,0.6056,0.5993,0.3969,0.4502,0.4162,0.3909,0.3865
636,NKE,2020,0.513,0.5724,0.6056,0.3969,0.4502,0.4162,0.3909
637,NKE,2021,0.5085,0.4617,0.513,0.6056,0.3969,0.4502,0.4162
638,NKE,2022,0.3314,0.5803,0.5085,0.513,0.6056,0.3969,0.4502
639,NKE,2023,0.3331,0.4102,0.3314,0.5085,0.513,0.6056,0.3969
640,NOW,2014,0.5115,0.474,,,,,
641,NOW,2015,0.5057,0.3616,0.5115,,,,
642,NOW,2016,0.4452,0.5671,0.5057,0.5115,,,
643,NOW,2017,0.5722,0.2859,0.4452,0.5057,0.5115,,
644,NOW,2018,0.7082,0.6519,0.5722,0.4452,0.5057,0.5115,
645,NOW,2019,0.6371,0.4524,0.7082,0.5722,0.4452,0.5057,0.5115
646,NOW,2020,0.5202,0.4748,0.6371,0.7082,0.5722,0.4452,0.5057
647,NOW,2021,0.4933,0.3631,0.5202,0.6371,0.7082,0.5722,0.4452
648,NOW,2022,0.5247,0.3822,0.4933,0.5202,0.6371,0.7082,0.5722
649,NOW,2023,0.4271,0.3746,0.5247,0.4933,0.5202,0.6371,0.7082
650,NVDA,2014,0.1693,0.5242,,,,,
651,NVDA,2015,0.1802,0.2835,0.1693,,,,
652,NVDA,2016,0.1683,0.2876,0.1802,0.1693,,,
653,NVDA,2017,0.3171,0.4367,0.1683,0.1802,0.1693,,
654,NVDA,2018,0.1431,0.4249,0.3171,0.1683,0.1802,0.1693,
655,NVDA,2019,0.3294,0.3163,0.1431,0.3171,0.1683,0.1802,0.1693
656,NVDA,2020,0.4734,0.3355,0.3294,0.1431,0.3171,0.1683,0.1802
657,NVDA,2021,0.2859,0.317,0.4734,0.3294,0.1431,0.3171,0.1683
658,NVDA,2022,0.2596,0.2967,0.2859,0.4734,0.3294,0.1431,0.3171
659,NVDA,2023,0.5182,0.315,0.2596,0.2859,0.4734,0.3294,0.1431
660,ORCL,2014,0.4314,0.2859,,,,,
661,ORCL,2015,0.5411,0.3348,0.4314,,,,
662,ORCL,2016,0.5147,0.6278,0.5411,0.4314,,,
663,ORCL,2017,0.5568,0.3118,0.5147,0.5411,0.4314,,
664,ORCL,2018,0.5602,0.3046,0.5568,0.5147,0.5411,0.4314,
665,ORCL,2019,0.5526,0.3536,0.5602,0.5568,0.5147,0.5411,0.4314
666,ORCL,2020,0.5989,0.5843,0.5526,0.5602,0.5568,0.5147,0.5411
667,ORCL,2021,0.5397,0.3552,0.5989,0.5526,0.5602,0.5568,0.5147
668,ORCL,2022,0.6062,0.3132,0.5397,0.5989,0.5526,0.5602,0.5568
669,ORCL,2023,0.5783,0.3142,0.6062,0.5397,0.5989,0.5526,0.5602
670,PANW,2014,0.4959,0.4914,,,,,
671,PANW,2015,0.4814,0.3249,0.4959,,,,
672,PANW,2016,0.4944,0.3716,0.4814,0.4959,,,
673,PANW,2017,0.457,0.3842,0.4944,0.4814,0.4959,,
674,PANW,2018,0.3138,0.347,0.457,0.4944,0.4814,0.4959,
675,PANW,2019,0.4909,0.3038,0.3138,0.457,0.4944,0.4814,0.4959
676,PANW,2020,0.5308,0.3429,0.4909,0.3138,0.457,0.4944,0.4814
677,PANW,2021,0.5239,0.3128,0.5308,0.4909,0.3138,0.457,0.4944
678,PANW,2022,0.4259,0.3845,0.5239,0.5308,0.4909,0.3138,0.457
679,PANW,2023,0.4462,0.2369,0.4259,0.5239,0.5308,0.4909,0.3138
680,PEP,2014,0.3134,0.7299,,,,,
681,PEP,2015,0.5844,0.6735,0.3134,,,,
682,PEP,2016,0.4045,0.5902,0.5844,0.3134,,,
683,PEP,2017,0.593,0.4383,0.4045,0.5844,0.3134,,
684,PEP,2018,0.3934,0.4408,0.593,0.4045,0.5844,0.3134,
685,PEP,2019,0.6305,0.6188,0.3934,0.593,0.4045,0.5844,0.3134
686,PEP,2020,0.409,0.6469,0.6305,0.3934,0.593,0.4045,0.5844
687,PEP,2021,0.3194,0.5659,0.409,0.6305,0.3934,0.593,0.4045
688,PEP,2022,0.38,0.4773,0.3194,0.409,0.6305,0.3934,0.593
689,PEP,2023,0.3338,0.5501,0.38,0.3194,0.409,0.6305,0.3934
690,PFE,2014,,,,,,,
691,PFE,2015,,,,,,,
692,PFE,2016,,,,,,,
693,PFE,2017,,,,,,,
694,PFE,2018,,,,,,,
695,PFE,2019,,,,,,,
696,PFE,2020,0.3736,0.3372,,,,,
697,PFE,2021,0.3724,0.2694,0.3736,,,,
698,PFE,2022,0.5113,0.4617,0.3724,0.3736,,,
699,PFE,2023,0.2751,0.3391,0.5113,0.3724,0.3736,,
700,PG,2014,0.5414,0.333,,,,,
701,PG,2015,0.3669,0.5778,0.5414,,,,
702,PG,2016,0.4086,0.5325,0.3669,0.5414,,,
703,PG,2017,0.3463,0.518,0.4086,0.3669,0.5414,,
704,PG,2018,0.4248,0.5685,0.3463,0.4086,0.3669,0.5414,
705,PG,2019,0.5271,0.5518,0.4248,0.3463,0.4086,0.3669,0.5414
706,PG,2020,0.6961,0.7549,0.5271,0.4248,0.3463,0.4086,0.3669
707,PG,2021,0.5967,0.7104,0.6961,0.5271,0.4248,0.3463,0.4086
708,PG,2022,0.716,0.6836,0.5967,0.6961,0.5271,0.4248,0.3463
709,PG,2023,0.5713,0.5021,0.716,0.5967,0.6961,0.5271,0.4248
710,PLD,2014,0.7932,0.3434,,,,,
711,PLD,2015,0.352,0.3161,0.7932,,,,
712,PLD,2016,0.3377,0.3325,0.352,0.7932,,,
713,PLD,2017,0.4394,0.2849,0.3377,0.352,0.7932,,
714,PLD,2018,0.3796,0.4701,0.4394,0.3377,0.352,0.7932,
715,PLD,2019,0.3389,0.3081,0.3796,0.4394,0.3377,0.352,0.7932
716,PLD,2020,0.328,0.4053,0.3389,0.3796,0.4394,0.3377,0.352
717,PLD,2021,0.4769,0.482,0.328,0.3389,0.3796,0.4394,0.3377
718,PLD,2022,0.4726,0.5331,0.4769,0.328,0.3389,0.3796,0.4394
719,PLD,2023,0.3002,0.5496,0.4726,0.4769,0.328,0.3389,0.3796
720,PM,2014,0.2749,0.2736,,,,,
721,PM,2015,0.8005,0.29,0.2749,,,,
722,PM,2016,0.1935,0.259,0.8005,0.2749,,,
723,PM,2017,0.6248,0.1984,0.1935,0.8005,0.2749,,
724,PM,2018,0.6028,0.1785,0.6248,0.1935,0.8005,0.2749,
725,PM,2019,0.1274,0.3512,0.6028,0.6248,0.1935,0.8005,0.2749
726,PM,2020,0.2199,0.2439,0.1274,0.6028,0.6248,0.1935,0.8005
727,PM,2021,0.201,0.1206,0.2199,0.1274,0.6028,0.6248,0.1935
728,PM,2022,0.1841,0.2704,0.201,0.2199,0.1274,0.6028,0.6248
729,PM,2023,0.1723,0.1106,0.1841,0.201,0.2199,0.1274,0.6028
730,QCOM,2014,0.282,0.2799,,,,,
731,QCOM,2015,0.3354,0.2702,0.282,,,,
732,QCOM,2016,0.4317,0.239,0.3354,0.282,,,
733,QCOM,2017,0.2879,0.1909,0.4317,0.3354,0.282,,
734,QCOM,2018,0.2724,0.2041,0.2879,0.4317,0.3354,0.282,
735,QCOM,2019,0.2818,0.2013,0.2724,0.2879,0.4317,0.3354,0.282
736,QCOM,2020,0.2503,0.2181,0.2818,0.2724,0.2879,0.4317,0.3354
737,QCOM,2021,0.2519,0.3315,0.2503,0.2818,0.2724,0.2879,0.4317
738,QCOM,2022,0.4435,0.309,0.2519,0.2503,0.2818,0.2724,0.2879
739,QCOM,2023,0.274,0.2402,0.4435,0.2519,0.2503,0.2818,0.2724
740,RTX,2014,,,,,,,
741,RTX,2015,,,,,,,
742,RTX,2016,,,,,,,
743,RTX,2017,,,,,,,
744,RTX,2018,,,,,,,
745,RTX,2019,,,,,,,
746,RTX,2020,0.3867,0.4327,,,,,
747,RTX,2021,0.3742,0.4259,0.3867,,,,
748,RTX,2022,0.7098,0.6478,0.3742,0.3867,,,
749,RTX,2023,0.3143,0.5995,0.7098,0.3742,0.3867,,
750,SBUX,2014,0.8572,0.3047,,,,,
751,SBUX,2015,0.4664,0.2993,0.8572,,,,
752,SBUX,2016,0.2847,0.2885,0.4664,0.8572,,,
