,ticker,year,IT,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
370,FI,2014,0.5801,0.4626,,,,,
371,FI,2015,0.5654,0.383,0.5801,,,,
372,FI,2016,0.565,0.496,0.5654,0.5801,,,
373,FI,2017,0.5598,0.3896,0.565,0.5654,0.5801,,
374,FI,2018,0.5519,0.4799,0.5598,0.565,0.5654,0.5801,
375,FI,2019,0.571,0.467,0.5519,0.5598,0.565,0.5654,0.5801
376,FI,2020,0.5768,0.4791,0.571,0.5519,0.5598,0.565,0.5654
377,FI,2021,0.4087,0.3936,0.5768,0.571,0.5519,0.5598,0.565
378,FI,2022,0.5459,0.4542,0.4087,0.5768,0.571,0.5519,0.5598
379,FI,2023,0.5179,0.5398,0.5459,0.4087,0.5768,0.571,0.5519
380,GE,2014,0.8694,0.4513,,,,,
381,GE,2015,0.7526,0.6438,0.8694,,,,
382,GE,2016,0.6892,0.6491,0.7526,0.8694,,,
383,GE,2017,0.8222,0.7578,0.6892,0.7526,0.8694,,
384,GE,2018,0.5865,0.8272,0.8222,0.6892,0.7526,0.8694,
385,GE,2019,0.7714,0.5002,0.5865,0.8222,0.6892,0.7526,0.8694
386,GE,2020,0.3059,0.3906,0.7714,0.5865,0.8222,0.6892,0.7526
387,GE,2021,0.5343,0.394,0.3059,0.7714,0.5865,0.8222,0.6892
388,GE,2022,0.6076,0.6684,0.5343,0.3059,0.7714,0.5865,0.8222
389,GE,2023,0.3515,0.5643,0.6076,0.5343,0.3059,0.7714,0.5865
390,GILD,2014,0.3382,0.3221,,,,,
391,GILD,2015,0.5454,0.1907,0.3382,,,,
392,GILD,2016,0.3867,0.2339,0.5454,0.3382,,,
393,GILD,2017,0.4165,0.2687,0.3867,0.5454,0.3382,,
394,GILD,2018,0.3773,0.378,0.4165,0.3867,0.5454,0.3382,
395,GILD,2019,0.3697,0.4188,0.3773,0.4165,0.3867,0.5454,0.3382
396,GILD,2020,0.3546,0.4269,0.3697,0.3773,0.4165,0.3867,0.5454
397,GILD,2021,0.4238,0.3513,0.3546,0.3697,0.3773,0.4165,0.3867
398,GILD,2022,0.3263,0.4112,0.4238,0.3546,0.3697,0.3773,0.4165
399,GILD,2023,0.5843,0.3697,0.3263,0.4238,0.3546,0.3697,0.3773
400,GOOGL,2014,0.5263,0.3431,,,,,
401,GOOGL,2015,0.5341,0.5401,0.5263,,,,
402,GOOGL,2016,0.4688,0.4774,0.5341,0.5263,,,
403,GOOGL,2017,0.4975,0.6025,0.4688,0.5341,0.5263,,
404,GOOGL,2018,0.5517,0.5742,0.4975,0.4688,0.5341,0.5263,
405,GOOGL,2019,0.4841,0.4309,0.5517,0.4975,0.4688,0.5341,0.5263
406,GOOGL,2020,0.5343,0.5478,0.4841,0.5517,0.4975,0.4688,0.5341
407,GOOGL,2021,0.5884,0.4688,0.5343,0.4841,0.5517,0.4975,0.4688
408,GOOGL,2022,0.5726,0.4616,0.5884,0.5343,0.4841,0.5517,0.4975
409,GOOGL,2023,0.492,0.4112,0.5726,0.5884,0.5343,0.4841,0.5517
410,GS,2014,0.5396,0.5,,,,,
411,GS,2015,0.4426,0.4751,0.5396,,,,
412,GS,2016,0.47,0.5098,0.4426,0.5396,,,
413,GS,2017,0.5231,0.4992,0.47,0.4426,0.5396,,
414,GS,2018,0.4872,0.5033,0.5231,0.47,0.4426,0.5396,
415,GS,2019,0.3845,0.5531,0.4872,0.5231,0.47,0.4426,0.5396
416,GS,2020,0.5126,0.5272,0.3845,0.4872,0.5231,0.47,0.4426
417,GS,2021,0.438,0.5843,0.5126,0.3845,0.4872,0.5231,0.47
418,GS,2022,0.4783,0.6215,0.438,0.5126,0.3845,0.4872,0.5231
419,GS,2023,0.5746,0.6226,0.4783,0.438,0.5126,0.3845,0.4872
420,HD,2014,0.5051,0.4732,,,,,
421,HD,2015,0.5401,0.47,0.5051,,,,
422,HD,2016,0.5564,0.4736,0.5401,0.5051,,,
423,HD,2017,0.5594,0.4536,0.5564,0.5401,0.5051,,
424,HD,2018,0.4831,0.5801,0.5594,0.5564,0.5401,0.5051,
425,HD,2019,0.5057,0.6158,0.4831,0.5594,0.5564,0.5401,0.5051
426,HD,2020,0.4796,0.6165,0.5057,0.4831,0.5594,0.5564,0.5401
427,HD,2021,0.5243,0.5646,0.4796,0.5057,0.4831,0.5594,0.5564
428,HD,2022,0.5967,0.517,0.5243,0.4796,0.5057,0.4831,0.5594
429,HD,2023,0.5218,0.5266,0.5967,0.5243,0.4796,0.5057,0.4831
430,HON,2014,0.3978,0.4994,,,,,
431,HON,2015,0.5464,0.5268,0.3978,,,,
432,HON,2016,0.6414,0.5387,0.5464,0.3978,,,
433,HON,2017,0.534,0.5439,0.6414,0.5464,0.3978,,
434,HON,2018,0.5039,0.5469,0.534,0.6414,0.5464,0.3978,
435,HON,2019,0.5357,0.524,0.5039,0.534,0.6414,0.5464,0.3978
436,HON,2020,0.8037,0.4531,0.5357,0.5039,0.534,0.6414,0.5464
437,HON,2021,0.6494,0.6732,0.8037,0.5357,0.5039,0.534,0.6414
438,HON,2022,0.8446,0.4615,0.6494,0.8037,0.5357,0.5039,0.534
439,HON,2023,0.6106,0.6681,0.8446,0.6494,0.8037,0.5357,0.5039
440,IBM,2014,0.6703,0.5632,,,,,
441,IBM,2015,0.5943,0.5863,0.6703,,,,
442,IBM,2016,0.6163,0.5938,0.5943,0.6703,,,
443,IBM,2017,0.5622,0.5477,0.6163,0.5943,0.6703,,
444,IBM,2018,0.5558,0.5345,0.5622,0.6163,0.5943,0.6703,
445,IBM,2019,0.5759,0.5078,0.5558,0.5622,0.6163,0.5943,0.6703
446,IBM,2020,0.5626,0.5141,0.5759,0.5558,0.5622,0.6163,0.5943
447,IBM,2021,0.5387,0.4938,0.5626,0.5759,0.5558,0.5622,0.6163
448,IBM,2022,0.5596,0.5091,0.5387,0.5626,0.5759,0.5558,0.5622
449,IBM,2023,0.5651,0.4935,0.5596,0.5387,0.5626,0.5759,0.5558
450,ICE,2014,0.4219,0.2533,,,,,
451,ICE,2015,0.3758,0.2609,0.4219,,,,
452,ICE,2016,0.4703,0.2726,0.3758,0.4219,,,
453,ICE,2017,0.4409,0.2922,0.4703,0.3758,0.4219,,
454,ICE,2018,0.8551,0.297,0.4409,0.4703,0.3758,0.4219,
455,ICE,2019,0.416,0.3372,0.8551,0.4409,0.4703,0.3758,0.4219
456,ICE,2020,0.6152,0.3556,0.416,0.8551,0.4409,0.4703,0.3758
457,ICE,2021,0.4403,0.5067,0.6152,0.416,0.8551,0.4409,0.4703
458,ICE,2022,0.5075,0.2716,0.4403,0.6152,0.416,0.8551,0.4409
459,ICE,2023,0.453,0.3984,0.5075,0.4403,0.6152,0.416,0.8551
460,INTU,2014,0.6564,0.4602,,,,,
461,INTU,2015,0.631,0.4922,0.6564,,,,
462,INTU,2016,0.5849,0.5214,0.631,0.6564,,,
463,INTU,2017,0.6197,0.441,0.5849,0.631,0.6564,,
464,INTU,2018,0.5664,0.4846,0.6197,0.5849,0.631,0.6564,
465,INTU,2019,0.5932,0.5019,0.5664,0.6197,0.5849,0.631,0.6564
466,INTU,2020,0.5906,0.5483,0.5932,0.5664,0.6197,0.5849,0.631
467,INTU,2021,0.5594,0.5601,0.5906,0.5932,0.5664,0.6197,0.5849
468,INTU,2022,0.5624,0.4963,0.5594,0.5906,0.5932,0.5664,0.6197
469,INTU,2023,0.5224,0.5152,0.5624,0.5594,0.5906,0.5932,0.5664
470,ISRG,2014,0.6343,0.2796,,,,,
471,ISRG,2015,0.7715,0.3384,0.6343,,,,
472,ISRG,2016,0.6268,0.3095,0.7715,0.6343,,,
473,ISRG,2017,0.6053,0.3231,0.6268,0.7715,0.6343,,
474,ISRG,2018,0.5898,0.3001,0.6053,0.6268,0.7715,0.6343,
475,ISRG,2019,0.5865,0.1894,0.5898,0.6053,0.6268,0.7715,0.6343
476,ISRG,2020,0.645,0.4065,0.5865,0.5898,0.6053,0.6268,0.7715
477,ISRG,2021,0.5791,0.5236,0.645,0.5865,0.5898,0.6053,0.6268
478,ISRG,2022,0.6153,0.5536,0.5791,0.645,0.5865,0.5898,0.6053
479,ISRG,2023,0.6328,0.7233,0.6153,0.5791,0.645,0.5865,0.5898
480,JNJ,2014,,,,,,,
481,JNJ,2015,0.4762,0.5012,,,,,
482,JNJ,2016,0.5622,0.3708,0.4762,,,,
483,JNJ,2017,0.592,0.3475,0.5622,0.4762,,,
484,JNJ,2018,0.589,0.4577,0.592,0.5622,0.4762,,
485,JNJ,2019,0.5837,0.6205,0.589,0.592,0.5622,0.4762,
486,JNJ,2020,0.5703,0.4671,0.5837,0.589,0.592,0.5622,0.4762
487,JNJ,2021,0.5935,0.5031,0.5703,0.5837,0.589,0.592,0.5622
488,JNJ,2022,0.5852,0.5417,0.5935,0.5703,0.5837,0.589,0.592
489,JNJ,2023,0.5643,0.5768,0.5852,0.5935,0.5703,0.5837,0.589
490,JPM,2014,0.3631,0.4725,,,,,
491,JPM,2015,0.3526,0.5379,0.3631,,,,
492,JPM,2016,0.4214,0.567,0.3526,0.3631,,,
493,JPM,2017,0.4159,0.506,0.4214,0.3526,0.3631,,
494,JPM,2018,0.4176,0.5891,0.4159,0.4214,0.3526,0.3631,
495,JPM,2019,0.4156,0.7112,0.4176,0.4159,0.4214,0.3526,0.3631
496,JPM,2020,0.4333,0.5991,0.4156,0.4176,0.4159,0.4214,0.3526
497,JPM,2021,0.4167,0.6161,0.4333,0.4156,0.4176,0.4159,0.4214
498,JPM,2022,0.5343,0.6717,0.4167,0.4333,0.4156,0.4176,0.4159
499,JPM,2023,0.4961,0.5213,0.5343,0.4167,0.4333,0.4156,0.4176
500,KKR,2014,0.4263,0.5184,,,,,
501,KKR,2015,0.5062,0.4742,0.4263,,,,
502,KKR,2016,0.5096,0.4084,0.5062,0.4263,,,
503,KKR,2017,0.7359,0.4152,0.5096,0.5062,0.4263,,
504,KKR,2018,0.8614,0.4205,0.7359,0.5096,0.5062,0.4263,
505,KKR,2019,0.5268,0.4272,0.8614,0.7359,0.5096,0.5062,0.4263
506,KKR,2020,0.4955,0.4326,0.5268,0.8614,0.7359,0.5096,0.5062
507,KKR,2021,0.4203,0.3942,0.4955,0.5268,0.8614,0.7359,0.5096
508,KKR,2022,0.7231,0.3319,0.4203,0.4955,0.5268,0.8614,0.7359
509,KKR,2023,0.4375,0.5347,0.7231,0.4203,0.4955,0.5268,0.8614
510,KO,2014,0.5783,0.2382,,,,,
511,KO,2015,0.4326,0.2295,0.5783,,,,
512,KO,2016,0.5306,0.339,0.4326,0.5783,,,
513,KO,2017,0.4136,0.31,0.5306,0.4326,0.5783,,
514,KO,2018,0.5343,0.5607,0.4136,0.5306,0.4326,0.5783,
515,KO,2019,0.4327,0.4076,0.5343,0.4136,0.5306,0.4326,0.5783
516,KO,2020,0.6313,0.4816,0.4327,0.5343,0.4136,0.5306,0.4326
517,KO,2021,0.6581,0.5403,0.6313,0.4327,0.5343,0.4136,0.5306
518,KO,2022,0.4882,0.6287,0.6581,0.6313,0.4327,0.5343,0.4136
519,KO,2023,0.5908,0.5531,0.4882,0.6581,0.6313,0.4327,0.5343
520,LLY,2014,0.5051,0.2542,,,,,
521,LLY,2015,0.5297,0.3339,0.5051,,,,
522,LLY,2016,0.5992,0.1966,0.5297,0.5051,,,
523,LLY,2017,0.5284,0.2278,0.5992,0.5297,0.5051,,
524,LLY,2018,0.5827,0.1805,0.5284,0.5992,0.5297,0.5051,
525,LLY,2019,0.5921,0.2253,0.5827,0.5284,0.5992,0.5297,0.5051
526,LLY,2020,0.5087,0.3929,0.5921,0.5827,0.5284,0.5992,0.5297
527,LLY,2021,0.5547,0.2874,0.5087,0.5921,0.5827,0.5284,0.5992
528,LLY,2022,0.7636,0.2494,0.5547,0.5087,0.5921,0.5827,0.5284
529,LLY,2023,0.5782,0.2487,0.7636,0.5547,0.5087,0.5921,0.5827
530,LMT,2014,0.6727,0.3339,,,,,
531,LMT,2015,0.5034,0.4595,0.6727,,,,
532,LMT,2016,0.3796,0.364,0.5034,0.6727,,,
533,LMT,2017,0.4147,0.4507,0.3796,0.5034,0.6727,,
534,LMT,2018,0.3591,0.2951,0.4147,0.3796,0.5034,0.6727,
535,LMT,2019,0.2915,0.263,0.3591,0.4147,0.3796,0.5034,0.6727
536,LMT,2020,0.3406,0.3951,0.2915,0.3591,0.4147,0.3796,0.5034
537,LMT,2021,0.5831,0.3842,0.3406,0.2915,0.3591,0.4147,0.3796
538,LMT,2022,0.5481,0.3655,0.5831,0.3406,0.2915,0.3591,0.4147
539,LMT,2023,0.6885,0.3637,0.5481,0.5831,0.3406,0.2915,0.3591
540,LOW,2014,0.5684,0.4976,,,,,
541,LOW,2015,0.5994,0.4641,0.5684,,,,
542,LOW,2016,0.5485,0.4817,0.5994,0.5684,,,
543,LOW,2017,0.5812,0.4839,0.5485,0.5994,0.5684,,
544,LOW,2018,0.635,0.5086,0.5812,0.5485,0.5994,0.5684,
545,LOW,2019,0.5276,0.5337,0.635,0.5812,0.5485,0.5994,0.5684
546,LOW,2020,0.5618,0.4677,0.5276,0.635,0.5812,0.5485,0.5994
547,LOW,2021,0.5352,0.3882,0.5618,0.5276,0.635,0.5812,0.5485
548,LOW,2022,0.5646,0.3892,0.5352,0.5618,0.5276,0.635,0.5812
549,LOW,2023,0.5566,0.435,0.5646,0.5352,0.5618,0.5276,0.635
550,LRCX,2014,0.556,0.4698,,,,,
551,LRCX,2015,0.5199,0.3426,0.556,,,,
552,LRCX,2016,0.4954,0.4502,0.5199,0.556,,,
553,LRCX,2017,0.5324,0.428,0.4954,0.5199,0.556,,
554,LRCX,2018,0.4029,0.3265,0.5324,0.4954,0.5199,0.556,
555,LRCX,2019,0.5277,0.3368,0.4029,0.5324,0.4954,0.5199,0.556
556,LRCX,2020,0.6171,0.4889,0.5277,0.4029,0.5324,0.4954,0.5199
557,LRCX,2021,0.5022,0.3737,0.6171,0.5277,0.4029,0.5324,0.4954
558,LRCX,2022,0.4225,0.4435,0.5022,0.6171,0.5277,0.4029,0.5324
559,LRCX,2023,0.4718,0.3392,0.4225,0.5022,0.6171,0.5277,0.4029
560,MA,2014,0.5954,0.6718,,,,,
561,MA,2015,0.4259,0.4983,0.5954,,,,
562,MA,2016,0.6387,0.5978,0.4259,0.5954,,,
563,MA,2017,0.5028,0.5167,0.6387,0.4259,0.5954,,
564,MA,2018,0.4993,0.4439,0.5028,0.6387,0.4259,0.5954,
565,MA,2019,0.4331,0.4128,0.4993,0.5028,0.6387,0.4259,0.5954
566,MA,2020,0.4322,0.4113,0.4331,0.4993,0.5028,0.6387,0.4259
567,MA,2021,0.4527,0.484,0.4322,0.4331,0.4993,0.5028,0.6387
568,MA,2022,0.467,0.4828,0.4527,0.4322,0.4331,0.4993,0.5028
569,MA,2023,0.567,0.4839,0.467,0.4527,0.4322,0.4331,0.4993
570,MCD,2014,0.4831,0.5118,,,,,
571,MCD,2015,0.5841,0.4111,0.4831,,,,
572,MCD,2016,0.4235,0.5394,0.5841,0.4831,,,
573,MCD,2017,0.403,0.3452,0.4235,0.5841,0.4831,,
574,MCD,2018,0.4513,0.3107,0.403,0.4235,0.5841,0.4831,
575,MCD,2019,0.6607,0.5018,0.4513,0.403,0.4235,0.5841,0.4831
576,MCD,2020,0.8916,0.8178,0.6607,0.4513,0.403,0.4235,0.5841
577,MCD,2021,0.6932,0.7551,0.8916,0.6607,0.4513,0.403,0.4235
578,MCD,2022,0.7378,0.8094,0.6932,0.8916,0.6607,0.4513,0.403
579,MCD,2023,0.7278,0.3883,0.7378,0.6932,0.8916,0.6607,0.4513
580,META,2014,0.3485,0.3448,,,,,
581,META,2015,0.5224,0.2901,0.3485,,,,
582,META,2016,0.4308,0.2899,0.5224,0.3485,,,
583,META,2017,0.3887,0.3565,0.4308,0.5224,0.3485,,
584,META,2018,0.4533,0.3314,0.3887,0.4308,0.5224,0.3485,
585,META,2019,0.3946,0.2653,0.4533,0.3887,0.4308,0.5224,0.3485
586,META,2020,0.4764,0.5121,0.3946,0.4533,0.3887,0.4308,0.5224
587,META,2021,0.4218,0.3403,0.4764,0.3946,0.4533,0.3887,0.4308
588,META,2022,0.4821,0.4039,0.4218,0.4764,0.3946,0.4533,0.3887
589,META,2023,0.3578,0.4392,0.4821,0.4218,0.4764,0.3946,0.4533
590,MMC,2014,0.6339,0.6014,,,,,
591,MMC,2015,0.5439,0.5972,0.6339,,,,
592,MMC,2016,0.6735,0.5288,0.5439,0.6339,,,
593,MMC,2017,0.5786,0.5719,0.6735,0.5439,0.6339,,
594,MMC,2018,0.6486,0.5854,0.5786,0.6735,0.5439,0.6339,
595,MMC,2019,0.5786,0.5591,0.6486,0.5786,0.6735,0.5439,0.6339
596,MMC,2020,0.6885,0.53,0.5786,0.6486,0.5786,0.6735,0.5439
597,MMC,2021,0.6302,0.6853,0.6885,0.5786,0.6486,0.5786,0.6735
598,MMC,2022,0.6799,0.7013,0.6302,0.6885,0.5786,0.6486,0.5786
599,MMC,2023,0.6106,0.7022,0.6799,0.6302,0.6885,0.5786,0.6486
600,MO,2014,0.3712,0.265,,,,,
601,MO,2015,0.513,0.2998,0.3712,,,,
602,MO,2016,0.437,0.263,0.513,0.3712,,,
603,MO,2017,0.4702,0.2734,0.437,0.513,0.3712,,
604,MO,2018,0.4678,0.293,0.4702,0.437,0.513,0.3712,
605,MO,2019,0.4678,0.273,0.4678,0.4702,0.437,0.513,0.3712
606,MO,2020,0.413,0.3292,0.4678,0.4678,0.4702,0.437,0.513
607,MO,2021,0.4285,0.3555,0.413,0.4678,0.4678,0.4702,0.437
608,MO,2022,0.5105,0.2964,0.4285,0.413,0.4678,0.4678,0.4702
609,MO,2023,0.5113,0.368,0.5105,0.4285,0.413,0.4678,0.4678
610,MRK,2014,0.4894,0.3281,,,,,
611,MRK,2015,0.4825,0.4212,0.4894,,,,
612,MRK,2016,0.5268,0.4308,0.4825,0.4894,,,
613,MRK,2017,0.5689,0.4821,0.5268,0.4825,0.4894,,
614,MRK,2018,0.6151,0.5467,0.5689,0.5268,0.4825,0.4894,
615,MRK,2019,0.6996,0.4919,0.6151,0.5689,0.5268,0.4825,0.4894
616,MRK,2020,0.4856,0.428,0.6996,0.6151,0.5689,0.5268,0.4825
617,MRK,2021,0.5613,0.5214,0.4856,0.6996,0.6151,0.5689,0.5268
618,MRK,2022,0.6107,0.4103,0.5613,0.4856,0.6996,0.6151,0.5689
619,MRK,2023,0.6106,0.5192,0.6107,0.5613,0.4856,0.6996,0.6151
620,MS,2014,0.5679,0.543,,,,,
621,MS,2015,0.4348,0.5096,0.5679,,,,
622,MS,2016,0.4753,0.5472,0.4348,0.5679,,,
623,MS,2017,0.9296,0.2076,0.4753,0.4348,0.5679,,
624,MS,2018,0.9509,0.175,0.9296,0.4753,0.4348,0.5679,
625,MS,2019,0.9231,0.4151,0.9509,0.9296,0.4753,0.4348,0.5679
626,MS,2020,0.8564,0.607,0.9231,0.9509,0.9296,0.4753,0.4348
627,MS,2021,0.862,0.6124,0.8564,0.9231,0.9509,0.9296,0.4753
628,MS,2022,0.8196,0.5744,0.862,0.8564,0.9231,0.9509,0.9296
629,MS,2023,0.8537,0.4326,0.8196,0.862,0.8564,0.9231,0.9509
630,MSFT,2014,0.6261,0.5305,,,,,
631,MSFT,2015,0.5447,0.4791,0.6261,,,,
632,MSFT,2016,0.4883,0.5084,0.5447,0.6261,,,
633,MSFT,2017,0.4939,0.4107,0.4883,0.5447,0.6261,,
634,MSFT,2018,0.476,0.4,0.4939,0.4883,0.5447,0.6261,
635,MSFT,2019,0.4354,0.385,0.476,0.4939,0.4883,0.5447,0.6261
636,MSFT,2020,0.5075,0.5446,0.4354,0.476,0.4939,0.4883,0.5447
637,MSFT,2021,0.5321,0.4228,0.5075,0.4354,0.476,0.4939,0.4883
638,MSFT,2022,0.4745,0.394,0.5321,0.5075,0.4354,0.476,0.4939
639,MSFT,2023,0.4597,0.3876,0.4745,0.5321,0.5075,0.4354,0.476
640,MU,2014,0.2542,0.28,,,,,
641,MU,2015,0.2884,0.2911,0.2542,,,,
642,MU,2016,0.349,0.261,0.2884,0.2542,,,
643,MU,2017,0.3967,0.3355,0.349,0.2884,0.2542,,
644,MU,2018,0.3424,0.2841,0.3967,0.349,0.2884,0.2542,
645,MU,2019,0.347,0.2568,0.3424,0.3967,0.349,0.2884,0.2542
646,MU,2020,0.3135,0.3788,0.347,0.3424,0.3967,0.349,0.2884
647,MU,2021,0.4786,0.4183,0.3135,0.347,0.3424,0.3967,0.349
648,MU,2022,0.3419,0.449,0.4786,0.3135,0.347,0.3424,0.3967
649,MU,2023,0.3721,0.3619,0.3419,0.4786,0.3135,0.347,0.3424
650,NEE,2014,0.4865,0.4244,,,,,
651,NEE,2015,0.4504,0.6424,0.4865,,,,
652,NEE,2016,0.5986,0.4728,0.4504,0.4865,,,
653,NEE,2017,0.595,0.5613,0.5986,0.4504,0.4865,,
654,NEE,2018,0.6094,0.4649,0.595,0.5986,0.4504,0.4865,
655,NEE,2019,0.5526,0.3801,0.6094,0.595,0.5986,0.4504,0.4865
656,NEE,2020,0.5407,0.4315,0.5526,0.6094,0.595,0.5986,0.4504
657,NEE,2021,0.4876,0.4098,0.5407,0.5526,0.6094,0.595,0.5986
658,NEE,2022,0.601,0.574,0.4876,0.5407,0.5526,0.6094,0.595
659,NEE,2023,0.5818,0.5068,0.601,0.4876,0.5407,0.5526,0.6094
660,NFLX,2014,0.4184,0.3091,,,,,
661,NFLX,2015,0.3687,0.2908,0.4184,,,,
662,NFLX,2016,0.3406,0.363,0.3687,0.4184,,,
663,NFLX,2017,0.3145,0.3425,0.3406,0.3687,0.4184,,
664,NFLX,2018,0.4936,0.3247,0.3145,0.3406,0.3687,0.4184,
665,NFLX,2019,0.3501,0.2944,0.4936,0.3145,0.3406,0.3687,0.4184
666,NFLX,2020,0.3898,0.4024,0.3501,0.4936,0.3145,0.3406,0.3687
667,NFLX,2021,0.4435,0.4028,0.3898,0.3501,0.4936,0.3145,0.3406
668,NFLX,2022,0.4448,0.3601,0.4435,0.3898,0.3501,0.4936,0.3145
669,NFLX,2023,0.4428,0.3676,0.4448,0.4435,0.3898,0.3501,0.4936
670,NKE,2014,0.5838,0.6325,,,,,
671,NKE,2015,0.5439,0.6248,0.5838,,,,
672,NKE,2016,0.4945,0.5474,0.5439,0.5838,,,
673,NKE,2017,0.4688,0.5945,0.4945,0.5439,0.5838,,
674,NKE,2018,0.4789,0.6485,0.4688,0.4945,0.5439,0.5838,
675,NKE,2019,0.5269,0.4981,0.4789,0.4688,0.4945,0.5439,0.5838
676,NKE,2020,0.49,0.53,0.5269,0.4789,0.4688,0.4945,0.5439
677,NKE,2021,0.5008,0.5617,0.49,0.5269,0.4789,0.4688,0.4945
678,NKE,2022,0.495,0.5921,0.5008,0.49,0.5269,0.4789,0.4688
679,NKE,2023,0.4815,0.6696,0.495,0.5008,0.49,0.5269,0.4789
680,NOW,2014,0.5723,0.4618,,,,,
681,NOW,2015,0.744,0.4186,0.5723,,,,
682,NOW,2016,0.5967,0.5516,0.744,0.5723,,,
683,NOW,2017,0.4944,0.4729,0.5967,0.744,0.5723,,
684,NOW,2018,0.5543,0.5928,0.4944,0.5967,0.744,0.5723,
685,NOW,2019,0.5469,0.4635,0.5543,0.4944,0.5967,0.744,0.5723
686,NOW,2020,0.5263,0.473,0.5469,0.5543,0.4944,0.5967,0.744
687,NOW,2021,0.5604,0.6156,0.5263,0.5469,0.5543,0.4944,0.5967
688,NOW,2022,0.4718,0.4628,0.5604,0.5263,0.5469,0.5543,0.4944
689,NOW,2023,0.534,0.5222,0.4718,0.5604,0.5263,0.5469,0.5543
690,NVDA,2014,0.3913,0.4371,,,,,
691,NVDA,2015,0.5694,0.4752,0.3913,,,,
692,NVDA,2016,0.3207,0.5451,0.5694,0.3913,,,
693,NVDA,2017,0.5724,0.5927,0.3207,0.5694,0.3913,,
694,NVDA,2018,0.3787,0.4968,0.5724,0.3207,0.5694,0.3913,
695,NVDA,2019,0.477,0.5183,0.3787,0.5724,0.3207,0.5694,0.3913
696,NVDA,2020,0.4499,0.4327,0.477,0.3787,0.5724,0.3207,0.5694
697,NVDA,2021,0.3667,0.3314,0.4499,0.477,0.3787,0.5724,0.3207
698,NVDA,2022,0.4232,0.4606,0.3667,0.4499,0.477,0.3787,0.5724
699,NVDA,2023,0.3332,0.4865,0.4232,0.3667,0.4499,0.477,0.3787
700,ORCL,2014,0.5214,0.4145,,,,,
701,ORCL,2015,0.466,0.3911,0.5214,,,,
702,ORCL,2016,0.4393,0.4027,0.466,0.5214,,,
703,ORCL,2017,0.4852,0.3707,0.4393,0.466,0.5214,,
704,ORCL,2018,0.4628,0.4004,0.4852,0.4393,0.466,0.5214,
705,ORCL,2019,0.444,0.3296,0.4628,0.4852,0.4393,0.466,0.5214
706,ORCL,2020,0.4368,0.4551,0.444,0.4628,0.4852,0.4393,0.466
707,ORCL,2021,0.4367,0.4983,0.4368,0.444,0.4628,0.4852,0.4393
708,ORCL,2022,0.4958,0.404,0.4367,0.4368,0.444,0.4628,0.4852
709,ORCL,2023,0.4675,0.4339,0.4958,0.4367,0.4368,0.444,0.4628
710,PANW,2014,0.6167,0.5451,,,,,
711,PANW,2015,0.618,0.4814,0.6167,,,,
712,PANW,2016,0.4792,0.5488,0.618,0.6167,,,
713,PANW,2017,0.5873,0.6051,0.4792,0.618,0.6167,,
714,PANW,2018,0.566,0.4398,0.5873,0.4792,0.618,0.6167,
715,PANW,2019,0.5499,0.4246,0.566,0.5873,0.4792,0.618,0.6167
716,PANW,2020,0.5741,0.5514,0.5499,0.566,0.5873,0.4792,0.618
717,PANW,2021,0.5798,0.4521,0.5741,0.5499,0.566,0.5873,0.4792
718,PANW,2022,0.5156,0.4543,0.5798,0.5741,0.5499,0.566,0.5873
719,PANW,2023,0.5863,0.5338,0.5156,0.5798,0.5741,0.5499,0.566
720,PEP,2014,0.4966,0.4261,,,,,
721,PEP,2015,0.2543,0.3911,0.4966,,,,
722,PEP,2016,0.6081,0.4051,0.2543,0.4966,,,
723,PEP,2017,0.5981,0.2983,0.6081,0.2543,0.4966,,
724,PEP,2018,0.5839,0.3064,0.5981,0.6081,0.2543,0.4966,
725,PEP,2019,0.5635,0.3503,0.5839,0.5981,0.6081,0.2543,0.4966
726,PEP,2020,0.5351,0.5236,0.5635,0.5839,0.5981,0.6081,0.2543
727,PEP,2021,0.6117,0.4717,0.5351,0.5635,0.5839,0.5981,0.6081
728,PEP,2022,0.6061,0.4915,0.6117,0.5351,0.5635,0.5839,0.5981
729,PEP,2023,0.5363,0.6362,0.6061,0.6117,0.5351,0.5635,0.5839
730,PFE,2014,0.4763,0.1788,,,,,
731,PFE,2015,0.4955,0.2195,0.4763,,,,
732,PFE,2016,0.5208,0.2444,0.4955,0.4763,,,
733,PFE,2017,0.5624,0.2935,0.5208,0.4955,0.4763,,
734,PFE,2018,0.5069,0.261,0.5624,0.5208,0.4955,0.4763,
735,PFE,2019,0.5124,0.3189,0.5069,0.5624,0.5208,0.4955,0.4763
736,PFE,2020,0.5504,0.2076,0.5124,0.5069,0.5624,0.5208,0.4955
737,PFE,2021,0.4868,0.1774,0.5504,0.5124,0.5069,0.5624,0.5208
738,PFE,2022,0.5123,0.2296,0.4868,0.5504,0.5124,0.5069,0.5624
739,PFE,2023,0.4647,0.2154,0.5123,0.4868,0.5504,0.5124,0.5069
740,PG,2014,0.6632,0.4357,,,,,
741,PG,2015,0.5886,0.3915,0.6632,,,,
742,PG,2016,0.6115,0.4413,0.5886,0.6632,,,
743,PG,2017,0.657,0.4451,0.6115,0.5886,0.6632,,
744,PG,2018,0.6647,0.4671,0.657,0.6115,0.5886,0.6632,
